"code_module","code_presentation","id_student","id_site","date","sum_click"
"AAA","2013J","319047","546652","-10","7"
"AAA","2013J","319047","546671","-10","1"
"AAA","2013J","319047","546662","-10","10"
"AAA","2013J","319047","546670","-10","1"
"AAA","2013J","319047","546871","-10","1"
"AAA","2013J","319047","546876","-10","1"
"AAA","2013J","319047","546873","-10","1"
"AAA","2013J","319047","546719","-10","3"
"AAA","2013J","319047","546681","-10","5"
"AAA","2013J","321942","546652","-10","5"
"AAA","2013J","321942","546688","-10","4"
"AAA","2013J","321942","546873","-10","4"
"AAA","2013J","321942","546986","-10","1"
"AAA","2013J","321942","546987","-10","1"
"AAA","2013J","321942","547009","-10","1"
"AAA","2013J","321942","547020","-10","2"
"AAA","2013J","321942","546876","-10","3"
"AAA","2013J","321942","546662","-10","33"
"AAA","2013J","321942","546652","-10","10"
"AAA","2013J","321942","546719","-10","1"
"AAA","2013J","321942","546879","-10","7"
"AAA","2013J","321942","546732","-10","9"
"AAA","2013J","321942","546740","-10","13"
"AAA","2013J","321942","546871","-10","11"
"AAA","2013J","321942","546614","-10","34"
"AAA","2013J","321942","546983","-10","1"
"AAA","2013J","321942","546961","-10","2"
"AAA","2013J","321942","546952","-10","1"
"AAA","2013J","321942","546948","-10","1"
"AAA","2013J","321942","546907","-10","1"
"AAA","2013J","321942","546681","-10","3"
"AAA","2013J","321942","546667","-10","3"
"AAA","2013J","324084","546986","-10","1"
"AAA","2013J","324084","547009","-10","1"
"AAA","2013J","324084","546879","-10","1"
"AAA","2013J","324084","547013","-10","1"
"AAA","2013J","324084","546614","-10","13"
"AAA","2013J","324084","546652","-10","2"
"AAA","2013J","324084","546662","-10","5"
"AAA","2013J","324084","546667","-10","5"
"AAA","2013J","324282","546614","-10","1"
"AAA","2013J","324084","546652","-10","1"
"AAA","2013J","331358","546662","-10","6"
"AAA","2013J","331358","546879","-10","4"
"AAA","2013J","331358","546719","-10","7"
"AAA","2013J","331358","546681","-10","9"
"AAA","2013J","331358","546734","-10","5"
"AAA","2013J","331358","546948","-10","1"
"AAA","2013J","331358","546733","-10","13"
"AAA","2013J","331358","546732","-10","16"
"AAA","2013J","331358","546688","-10","4"
"AAA","2013J","331358","546723","-10","2"
"AAA","2013J","331358","546876","-10","2"
"AAA","2013J","331358","546667","-10","3"
"AAA","2013J","331358","546871","-10","3"
"AAA","2013J","331358","546684","-10","11"
"AAA","2013J","331358","546668","-10","1"
"AAA","2013J","331358","546731","-10","5"
"AAA","2013J","334333","546614","-10","6"
"AAA","2013J","333323","547009","-10","1"
"AAA","2013J","333323","546986","-10","1"
"AAA","2013J","333323","546719","-10","2"
"AAA","2013J","333323","546668","-10","1"
"AAA","2013J","333323","546662","-10","1"
"AAA","2013J","333323","546670","-10","1"
"AAA","2013J","333323","546671","-10","1"
"AAA","2013J","333323","546879","-10","1"
"AAA","2013J","333323","546672","-10","1"
"AAA","2013J","333323","546614","-10","10"
"AAA","2013J","333323","546681","-10","2"
"AAA","2013J","333323","546667","-10","3"
"AAA","2013J","335764","546614","-10","23"
"AAA","2013J","335764","546652","-10","1"
"AAA","2013J","335764","546652","-10","9"
"AAA","2013J","336207","546614","-10","1"
"AAA","2013J","335764","546669","-10","7"
"AAA","2013J","335764","546688","-10","8"
"AAA","2013J","335764","546871","-10","1"
"AAA","2013J","335764","546652","-10","10"
"AAA","2013J","335764","546879","-10","6"
"AAA","2013J","335764","546662","-10","28"
"AAA","2013J","335764","546681","-10","1"
"AAA","2013J","335764","547013","-10","2"
"AAA","2013J","335764","546667","-10","6"
"AAA","2013J","335764","546719","-10","2"
"AAA","2013J","331358","546614","-10","21"
"AAA","2013J","342007","546614","-10","2"
"AAA","2013J","342514","546740","-10","7"
"AAA","2013J","342514","546987","-10","1"
"AAA","2013J","342514","546948","-10","1"
"AAA","2013J","342972","546667","-10","5"
"AAA","2013J","342514","546873","-10","1"
"AAA","2013J","342972","546614","-10","7"
"AAA","2013J","342514","546669","-10","12"
"AAA","2013J","342514","546874","-10","1"
"AAA","2013J","342514","546614","-10","3"
"AAA","2013J","342972","546668","-10","2"
"AAA","2013J","342514","546879","-10","7"
"AAA","2013J","342514","546989","-10","1"
"AAA","2013J","342514","546667","-10","1"
"AAA","2013J","342972","546672","-10","1"
"AAA","2013J","342972","546671","-10","1"
"AAA","2013J","342972","546670","-10","1"
"AAA","2013J","342514","546871","-10","3"
"AAA","2013J","342514","547013","-10","2"
"AAA","2013J","342514","546995","-10","1"
"AAA","2013J","342514","546991","-10","1"
"AAA","2013J","343446","546614","-10","4"
"AAA","2013J","343446","546923","-10","2"
"AAA","2013J","343446","546667","-10","5"
"AAA","2013J","343446","546879","-10","1"
"AAA","2013J","343446","546873","-10","1"
"AAA","2013J","343446","546740","-10","9"
"AAA","2013J","343446","546672","-10","1"
"AAA","2013J","343446","546671","-10","2"
"AAA","2013J","343446","546670","-10","1"
"AAA","2013J","343446","546652","-10","2"
"AAA","2013J","342972","546879","-10","7"
"AAA","2013J","343446","546925","-10","1"
"AAA","2013J","343446","546668","-10","1"
"AAA","2013J","343446","546991","-10","1"
"AAA","2013J","343446","546987","-10","1"
"AAA","2013J","343446","546992","-10","1"
"AAA","2013J","343446","546989","-10","1"
"AAA","2013J","343446","546922","-10","1"
"AAA","2013J","343446","546652","-10","3"
"AAA","2013J","343446","546933","-10","1"
"AAA","2013J","350188","546667","-10","4"
"AAA","2013J","350188","546614","-10","3"
"AAA","2013J","350188","546879","-10","1"
"AAA","2013J","350188","546871","-10","1"
"AAA","2013J","365642","546667","-10","3"
"AAA","2013J","365642","546681","-10","1"
"AAA","2013J","365642","546668","-10","1"
"AAA","2013J","365642","546662","-10","14"
"AAA","2013J","365642","546719","-10","4"
"AAA","2013J","365642","546714","-10","1"
"AAA","2013J","365642","546670","-10","1"
"AAA","2013J","365642","546614","-10","14"
"AAA","2013J","365642","546723","-10","1"
"AAA","2013J","365642","546671","-10","1"
"AAA","2013J","365642","546672","-10","1"
"AAA","2013J","365642","546876","-10","1"
"AAA","2013J","365642","546731","-10","1"
"AAA","2013J","365642","546879","-10","2"
"AAA","2013J","368963","546614","-10","5"
"AAA","2013J","368963","547050","-10","1"
"AAA","2013J","368963","546876","-10","1"
"AAA","2013J","368963","546879","-10","2"
"AAA","2013J","368963","547013","-10","1"
"AAA","2013J","368963","546871","-10","2"
"AAA","2013J","368963","546873","-10","1"
"AAA","2013J","368963","546660","-10","2"
"AAA","2013J","368963","546952","-10","1"
"AAA","2013J","368963","546714","-10","6"
"AAA","2013J","368963","546883","-10","1"
"AAA","2013J","368963","546662","-10","2"
"AAA","2013J","376439","546662","-10","32"
"AAA","2013J","376439","546879","-10","13"
"AAA","2013J","376439","546660","-10","1"
"AAA","2013J","376439","546688","-10","10"
"AAA","2013J","376439","546701","-10","2"
"AAA","2013J","376439","546668","-10","1"
"AAA","2013J","376439","546667","-10","11"
"AAA","2013J","376439","546669","-10","16"
"AAA","2013J","376439","546652","-10","7"
"AAA","2013J","376439","546719","-10","3"
"AAA","2013J","376439","546714","-10","19"
"AAA","2013J","376439","546871","-10","5"
"AAA","2013J","376439","546614","-10","23"
"AAA","2013J","376439","547011","-10","1"
"AAA","2013J","376439","547009","-10","1"
"AAA","2013J","376439","547013","-10","2"
"AAA","2013J","376439","546652","-10","6"
"AAA","2013J","376439","546986","-10","1"
"AAA","2013J","376439","546672","-10","1"
"AAA","2013J","376439","546652","-10","1"
"AAA","2013J","376439","546671","-10","1"
"AAA","2013J","376439","546670","-10","1"
"AAA","2013J","376439","546681","-10","3"
"AAA","2013J","380953","546662","-10","1"
"AAA","2013J","380953","546667","-10","5"
"AAA","2013J","380953","546879","-10","2"
"AAA","2013J","380953","546614","-10","3"
"AAA","2013J","386952","546614","-10","1"
"AAA","2013J","386952","546662","-10","19"
"AAA","2013J","386952","546871","-10","1"
"AAA","2013J","392931","546871","-10","1"
"AAA","2013J","392931","546670","-10","1"
"AAA","2013J","392931","546668","-10","1"
"AAA","2013J","392931","546671","-10","1"
"AAA","2013J","392931","546672","-10","1"
"AAA","2013J","392931","547013","-10","1"
"AAA","2013J","392931","547011","-10","1"
"AAA","2013J","392931","546986","-10","2"
"AAA","2013J","392931","546652","-10","3"
"AAA","2013J","392931","546614","-10","9"
"AAA","2013J","392931","546662","-10","2"
"AAA","2013J","392931","546652","-10","2"
"AAA","2013J","392931","546667","-10","5"
"AAA","2013J","392931","546879","-10","7"
"AAA","2013J","393207","546614","-10","1"
"AAA","2013J","396872","546879","-10","2"
"AAA","2013J","396872","546652","-10","3"
"AAA","2013J","396872","546719","-10","4"
"AAA","2013J","396872","546614","-10","5"
"AAA","2013J","396872","546662","-10","1"
"AAA","2013J","396872","546652","-10","4"
"AAA","2013J","396872","546667","-10","6"
"AAA","2013J","396872","546871","-10","1"
"AAA","2013J","388722","546652","-10","2"
"AAA","2013J","388722","546662","-10","8"
"AAA","2013J","388722","546667","-10","3"
"AAA","2013J","388722","546879","-10","1"
"AAA","2013J","388722","546652","-10","1"
"AAA","2013J","388722","546614","-10","7"
"AAA","2013J","388885","546879","-10","1"
"AAA","2013J","388885","546667","-10","3"
"AAA","2013J","388885","546614","-10","4"
"AAA","2013J","401869","546652","-10","3"
"AAA","2013J","401869","546879","-10","7"
"AAA","2013J","401869","546652","-10","2"
"AAA","2013J","401869","546672","-10","1"
"AAA","2013J","401869","546738","-10","1"
"AAA","2013J","401869","546671","-10","2"
"AAA","2013J","401869","546670","-10","1"
"AAA","2013J","401869","546668","-10","1"
"AAA","2013J","401869","546662","-10","4"
"AAA","2013J","401869","546667","-10","3"
"AAA","2013J","401869","546614","-10","7"
"AAA","2013J","405088","546986","-10","1"
"AAA","2013J","405088","546662","-10","3"
"AAA","2013J","405088","547013","-10","3"
"AAA","2013J","405088","547009","-10","1"
"AAA","2013J","405088","546681","-10","2"
"AAA","2013J","404804","546681","-10","5"
"AAA","2013J","405088","546879","-10","5"
"AAA","2013J","404804","546871","-10","3"
"AAA","2013J","405088","546719","-10","7"
"AAA","2013J","405088","546667","-10","4"
"AAA","2013J","404804","546948","-10","2"
"AAA","2013J","404804","546614","-10","1"
"AAA","2013J","405088","546731","-10","6"
"AAA","2013J","405088","546614","-10","23"
"AAA","2013J","414117","546614","-10","4"
"AAA","2013J","415969","546719","-10","4"
"AAA","2013J","415969","546672","-10","1"
"AAA","2013J","415969","546671","-10","1"
"AAA","2013J","415969","546670","-10","1"
"AAA","2013J","415969","546986","-10","1"
"AAA","2013J","415969","546652","-10","1"
"AAA","2013J","415969","546652","-10","1"
"AAA","2013J","415969","546662","-10","21"
"AAA","2013J","415969","546667","-10","3"
"AAA","2013J","415969","547009","-10","1"
"AAA","2013J","415969","546871","-10","1"
"AAA","2013J","415969","546681","-10","4"
"AAA","2013J","415969","546668","-10","1"
"AAA","2013J","415969","546614","-10","11"
"AAA","2013J","415969","546879","-10","1"
"AAA","2013J","470588","546614","-10","4"
"AAA","2013J","470588","546652","-10","2"
"AAA","2013J","470588","546879","-10","2"
"AAA","2013J","470588","546871","-10","2"
"AAA","2013J","470588","546662","-10","7"
"AAA","2013J","470588","546652","-10","2"
"AAA","2013J","470588","546667","-10","5"
"AAA","2013J","489455","546652","-10","2"
"AAA","2013J","489455","546732","-10","1"
"AAA","2013J","489455","546879","-10","11"
"AAA","2013J","489455","546714","-10","3"
"AAA","2013J","489455","546871","-10","2"
"AAA","2013J","489455","546662","-10","15"
"AAA","2013J","489455","546614","-10","18"
"AAA","2013J","489455","546681","-10","6"
"AAA","2013J","489455","546652","-10","1"
"AAA","2013J","489455","546876","-10","1"
"AAA","2013J","489455","547013","-10","2"
"AAA","2013J","489455","546719","-10","11"
"AAA","2013J","489455","546669","-10","1"
"AAA","2013J","489455","546688","-10","10"
"AAA","2013J","489455","546948","-10","1"
"AAA","2013J","489455","546986","-10","1"
"AAA","2013J","441018","546614","-10","8"
"AAA","2013J","441018","547013","-10","1"
"AAA","2013J","441018","546731","-10","2"
"AAA","2013J","441018","546879","-10","4"
"AAA","2013J","441018","546732","-10","1"
"AAA","2013J","441018","546652","-10","2"
"AAA","2013J","441018","546871","-10","2"
"AAA","2013J","441018","546735","-10","1"
"AAA","2013J","441018","546734","-10","1"
"AAA","2013J","441018","546652","-10","2"
"AAA","2013J","441018","546719","-10","1"
"AAA","2013J","441018","546660","-10","3"
"AAA","2013J","441018","546662","-10","24"
"AAA","2013J","441018","546667","-10","4"
"AAA","2013J","441018","546681","-10","1"
"AAA","2013J","441018","546688","-10","1"
"AAA","2013J","441018","546733","-10","1"
"AAA","2013J","441018","546948","-10","1"
"AAA","2013J","441018","546684","-10","1"
"AAA","2013J","441018","546669","-10","1"
"AAA","2013J","441018","546714","-10","2"
"AAA","2013J","442442","547050","-10","1"
"AAA","2013J","442442","546871","-10","3"
"AAA","2013J","442442","546652","-10","1"
"AAA","2013J","442442","546614","-10","7"
"AAA","2013J","442442","546986","-10","1"
"AAA","2013J","442442","546982","-10","1"
"AAA","2013J","442442","546662","-10","4"
"AAA","2013J","442442","546652","-10","1"
"AAA","2013J","442442","546954","-10","1"
"AAA","2013J","442442","546948","-10","1"
"AAA","2013J","442442","546874","-10","1"
"AAA","2013J","442442","546911","-10","1"
"AAA","2013J","512460","546662","-10","1"
"AAA","2013J","512460","546614","-10","2"
"AAA","2013J","588775","546614","-10","2"
"AAA","2013J","588775","546662","-10","1"
"AAA","2013J","603861","546662","-10","26"
"AAA","2013J","603861","546681","-10","2"
"AAA","2013J","603861","546614","-10","7"
"AAA","2013J","603861","546874","-10","1"
"AAA","2013J","544103","547013","-10","1"
"AAA","2013J","544103","546871","-10","2"
"AAA","2013J","544103","546688","-10","1"
"AAA","2013J","544103","546672","-10","2"
"AAA","2013J","544103","546671","-10","1"
"AAA","2013J","544103","546670","-10","1"
"AAA","2013J","544103","546879","-10","10"
"AAA","2013J","544103","546986","-10","2"
"AAA","2013J","544103","546719","-10","5"
"AAA","2013J","544103","546689","-10","1"
"AAA","2013J","544103","546668","-10","1"
"AAA","2013J","544103","546652","-10","1"
"AAA","2013J","544103","546667","-10","4"
"AAA","2013J","544103","546876","-10","5"
"AAA","2013J","544103","546662","-10","30"
"AAA","2013J","544103","546652","-10","8"
"AAA","2013J","544103","546652","-10","13"
"AAA","2013J","544103","546681","-10","5"
"AAA","2013J","544103","546614","-10","22"
"AAA","2013J","544103","547009","-10","2"
"AAA","2013J","544103","546948","-10","1"
"AAA","2013J","544103","546990","-10","1"
"AAA","2013J","550383","546614","-10","3"
"AAA","2013J","749412","546879","-10","9"
"AAA","2013J","704156","546667","-10","4"
"AAA","2013J","705379","546662","-10","14"
"AAA","2013J","704156","546879","-10","3"
"AAA","2013J","721259","547013","-10","1"
"AAA","2013J","749412","546688","-10","9"
"AAA","2013J","704156","546662","-10","24"
"AAA","2013J","749412","546700","-10","2"
"AAA","2013J","749412","546652","-10","8"
"AAA","2013J","721259","546911","-10","1"
"AAA","2013J","721259","546916","-10","1"
"AAA","2013J","749412","546614","-10","18"
"AAA","2013J","721259","546652","-10","7"
"AAA","2013J","721259","546879","-10","3"
"AAA","2013J","721259","546986","-10","1"
"AAA","2013J","721259","546652","-10","9"
"AAA","2013J","705379","546961","-10","1"
"AAA","2013J","749412","546714","-10","2"
"AAA","2013J","705379","546667","-10","5"
"AAA","2013J","721259","546614","-10","11"
"AAA","2013J","704156","546911","-10","1"
"AAA","2013J","705379","547050","-10","9"
"AAA","2013J","721259","546900","-10","1"
"AAA","2013J","705379","546614","-10","26"
"AAA","2013J","705379","546719","-10","1"
"AAA","2013J","749412","546719","-10","9"
"AAA","2013J","705379","546681","-10","1"
"AAA","2013J","705379","546688","-10","3"
"AAA","2013J","749412","546731","-10","3"
"AAA","2013J","705379","546740","-10","1"
"AAA","2013J","749412","546681","-10","1"
"AAA","2013J","721259","546871","-10","2"
"AAA","2013J","705379","547013","-10","2"
"AAA","2013J","705379","546874","-10","5"
"AAA","2013J","705379","547011","-10","2"
"AAA","2013J","705379","546876","-10","1"
"AAA","2013J","749412","546662","-10","6"
"AAA","2013J","721259","546667","-10","7"
"AAA","2013J","721259","546681","-10","2"
"AAA","2013J","705379","546954","-10","1"
"AAA","2013J","721259","546652","-10","1"
"AAA","2013J","721259","546689","-10","1"
"AAA","2013J","705379","546948","-10","1"
"AAA","2013J","721259","546719","-10","4"
"AAA","2013J","705379","546873","-10","1"
"AAA","2013J","749412","546667","-10","13"
"AAA","2013J","705379","546871","-10","13"
"AAA","2013J","704156","546614","-10","4"
"AAA","2013J","705379","546652","-10","8"
"AAA","2013J","704156","546714","-10","21"
"AAA","2013J","721259","546662","-10","19"
"AAA","2013J","749412","546669","-10","2"
"AAA","2013J","749412","546871","-10","4"
"AAA","2013J","705379","546879","-10","9"
"AAA","2013J","749412","546732","-10","1"
"AAA","2013J","705379","546652","-10","9"
"AAA","2013J","749412","546876","-10","1"
"AAA","2013J","760729","546668","-10","1"
"AAA","2013J","760729","546672","-10","1"
"AAA","2013J","760729","546671","-10","1"
"AAA","2013J","760729","546669","-10","1"
"AAA","2013J","760729","547050","-10","1"
"AAA","2013J","760729","546883","-10","2"
"AAA","2013J","760729","547013","-10","1"
"AAA","2013J","749412","546652","-10","4"
"AAA","2013J","760729","546614","-10","35"
"AAA","2013J","760729","546667","-10","8"
"AAA","2013J","760729","546670","-10","1"
"AAA","2013J","760729","546986","-10","1"
"AAA","2013J","760729","546876","-10","6"
"AAA","2013J","760729","546660","-10","1"
"AAA","2013J","760729","546662","-10","44"
"AAA","2013J","760729","547011","-10","1"
"AAA","2013J","760729","546714","-10","1"
"AAA","2013J","760729","546681","-10","18"
"AAA","2013J","749412","547011","-10","1"
"AAA","2013J","760729","546652","-10","7"
"AAA","2013J","760729","546879","-10","11"
"AAA","2013J","760729","546719","-10","16"
"AAA","2013J","760729","546871","-10","4"
"AAA","2013J","760729","546652","-10","3"
"AAA","2013J","749412","547013","-10","1"
"AAA","2013J","949618","546652","-10","6"
"AAA","2013J","949618","546900","-10","1"
"AAA","2013J","949618","546907","-10","1"
"AAA","2013J","949618","546961","-10","2"
"AAA","2013J","949618","547011","-10","1"
"AAA","2013J","949618","547013","-10","1"
"AAA","2013J","949618","546652","-10","3"
"AAA","2013J","949618","547020","-10","1"
"AAA","2013J","949618","546662","-10","5"
"AAA","2013J","958987","546662","-10","7"
"AAA","2013J","949618","546871","-10","8"
"AAA","2013J","958987","546614","-10","4"
"AAA","2013J","949618","546614","-10","12"
"AAA","2013J","958987","546681","-10","1"
"AAA","2013J","949618","546873","-10","3"
"AAA","2013J","949618","546688","-10","5"
"AAA","2013J","949618","546714","-10","3"
"AAA","2013J","949618","546681","-10","1"
"AAA","2013J","958987","546719","-10","1"
"AAA","2013J","949618","546700","-10","2"
"AAA","2013J","949618","546879","-10","9"
"AAA","2013J","958987","546879","-10","2"
"AAA","2013J","958987","546667","-10","5"
"AAA","2013J","949618","546669","-10","4"
"AAA","2013J","978739","546652","-10","9"
"AAA","2013J","978739","546719","-10","5"
"AAA","2013J","971027","546662","-10","1"
"AAA","2013J","978739","546652","-10","1"
"AAA","2013J","968578","546662","-10","13"
"AAA","2013J","978739","546614","-10","24"
"AAA","2013J","968578","546948","-10","1"
"AAA","2013J","968578","546876","-10","1"
"AAA","2013J","968578","546871","-10","2"
"AAA","2013J","968578","546714","-10","1"
"AAA","2013J","978739","546652","-10","16"
"AAA","2013J","978739","546876","-10","2"
"AAA","2013J","978739","546879","-10","2"
"AAA","2013J","968578","546667","-10","7"
"AAA","2013J","968578","546672","-10","1"
"AAA","2013J","968578","547013","-10","1"
"AAA","2013J","971027","546652","-10","3"
"AAA","2013J","978739","546916","-10","2"
"AAA","2013J","978739","546662","-10","3"
"AAA","2013J","971027","546652","-10","2"
"AAA","2013J","968578","546614","-10","10"
"AAA","2013J","978739","546667","-10","4"
"AAA","2013J","971027","546652","-10","1"
"AAA","2013J","971027","546614","-10","3"
"AAA","2013J","978739","546681","-10","4"
"AAA","2013J","968578","546879","-10","6"
"AAA","2013J","978739","546911","-10","2"
"AAA","2013J","1686521","546614","-10","4"
"AAA","2013J","1686521","546652","-10","1"
"AAA","2013J","1686521","546662","-10","1"
"AAA","2013J","1686521","546652","-10","1"
"AAA","2013J","1729319","546879","-10","9"
"AAA","2013J","1729319","546614","-10","25"
"AAA","2013J","1729319","546871","-10","1"
"AAA","2013J","1729319","546714","-10","2"
"AAA","2013J","1729319","546652","-10","1"
"AAA","2013J","1729319","546652","-10","1"
"AAA","2013J","1729319","546948","-10","1"
"AAA","2013J","1729319","546667","-10","5"
"AAA","2013J","1729319","546688","-10","4"
"AAA","2013J","1729319","546669","-10","8"
"AAA","2013J","1729319","546662","-10","4"
"AAA","2013J","1729319","546911","-10","6"
"AAA","2013J","1729319","547013","-10","2"
"AAA","2013J","1729319","547009","-10","2"
"AAA","2013J","1729319","546986","-10","2"
"AAA","2013J","1758449","546879","-10","1"
"AAA","2013J","1758449","547013","-10","1"
"AAA","2013J","1758449","546652","-10","7"
"AAA","2013J","1758449","546652","-10","6"
"AAA","2013J","1758449","546876","-10","1"
"AAA","2013J","1758449","546911","-10","2"
"AAA","2013J","1758449","546916","-10","2"
"AAA","2013J","1758449","546662","-10","1"
"AAA","2013J","1758449","546719","-10","1"
"AAA","2013J","1758449","546614","-10","15"
"AAA","2013J","1765788","546614","-10","12"
"AAA","2013J","1765788","546652","-10","4"
"AAA","2013J","1765788","546662","-10","17"
"AAA","2013J","1765788","546681","-10","1"
"AAA","2013J","1765788","546652","-10","2"
"AAA","2013J","1847830","546652","-10","4"
"AAA","2013J","1847830","546652","-10","3"
"AAA","2013J","1847830","546614","-10","12"
"AAA","2013J","1847830","546879","-10","2"
"AAA","2013J","1847830","547013","-10","1"
"AAA","2013J","1860318","546879","-10","1"
"AAA","2013J","1860318","546614","-10","3"
"AAA","2013J","1889511","546879","-10","3"
"AAA","2013J","1889511","546614","-10","5"
"AAA","2013J","1889511","546662","-10","3"
"AAA","2013J","1889511","546652","-10","3"
"AAA","2013J","1889511","546652","-10","1"
"AAA","2013J","1889511","547013","-10","1"
"AAA","2013J","1889511","546652","-10","3"
"AAA","2013J","1889511","546667","-10","3"
"AAA","2013J","1894188","546668","-10","1"
"AAA","2013J","1894188","546876","-10","1"
"AAA","2013J","1894188","546672","-10","1"
"AAA","2013J","1894188","546667","-10","5"
"AAA","2013J","1894188","546662","-10","14"
"AAA","2013J","1894188","546883","-10","1"
"AAA","2013J","1894188","546719","-10","27"
"AAA","2013J","1894188","546731","-10","13"
"AAA","2013J","1894188","546670","-10","2"
"AAA","2013J","1894188","546671","-10","1"
"AAA","2013J","1894188","546614","-10","28"
"AAA","2013J","1894188","546732","-10","23"
"AAA","2013J","1894188","546986","-10","1"
"AAA","2013J","1894188","546681","-10","14"
"AAA","2013J","1894188","546879","-10","7"
"AAA","2013J","1801641","546681","-10","1"
"AAA","2013J","1801641","546614","-10","9"
"AAA","2013J","1801641","546879","-10","1"
"AAA","2013J","1801641","546667","-10","5"
"AAA","2013J","1938355","546652","-10","4"
"AAA","2013J","1938355","546681","-10","9"
"AAA","2013J","1938355","546662","-10","10"
"AAA","2013J","1938355","546900","-10","1"
"AAA","2013J","1938355","546719","-10","6"
"AAA","2013J","1938355","546714","-10","6"
"AAA","2013J","1938355","546669","-10","6"
"AAA","2013J","1938355","546871","-10","2"
"AAA","2013J","1938355","546876","-10","4"
"AAA","2013J","1938355","546986","-10","1"
"AAA","2013J","1938355","547009","-10","1"
"AAA","2013J","1938355","546652","-10","6"
"AAA","2013J","1938355","547011","-10","1"
"AAA","2013J","1938355","547013","-10","3"
"AAA","2013J","1938355","546879","-10","11"
"AAA","2013J","1938355","546883","-10","2"
"AAA","2013J","1938355","546688","-10","3"
"AAA","2013J","1938355","546614","-10","26"
"AAA","2013J","1938355","546652","-10","1"
"AAA","2013J","1938355","546667","-10","2"
"AAA","2013J","1970390","546652","-10","22"
"AAA","2013J","1970390","546668","-10","1"
"AAA","2013J","1970390","546662","-10","5"
"AAA","2013J","1970390","546681","-10","1"
"AAA","2013J","1970390","546986","-10","2"
"AAA","2013J","1970390","546670","-10","1"
"AAA","2013J","1970390","546672","-10","1"
"AAA","2013J","1970390","546614","-10","51"
"AAA","2013J","1970390","546671","-10","1"
"AAA","2013J","1970390","547050","-10","1"
"AAA","2013J","1970390","546652","-10","1"
"AAA","2013J","1970390","546871","-10","4"
"AAA","2013J","1970390","546961","-10","1"
"AAA","2013J","1970390","546879","-10","1"
"AAA","2013J","1970390","546667","-10","3"
"AAA","2013J","1970390","546954","-10","1"
"AAA","2013J","1970390","546652","-10","36"
"AAA","2013J","1970390","546948","-10","2"
"AAA","2013J","1976139","546688","-10","6"
"AAA","2013J","1976139","547013","-10","1"
"AAA","2013J","1976139","546986","-10","1"
"AAA","2013J","1976139","546667","-10","1"
"AAA","2013J","1976139","546669","-10","17"
"AAA","2013J","1976139","546879","-10","7"
"AAA","2013J","1976139","546714","-10","2"
"AAA","2013J","1976139","546681","-10","1"
"AAA","2013J","1976139","546614","-10","4"
"AAA","2013J","2550279","546652","-10","2"
"AAA","2013J","2551220","546614","-10","2"
"AAA","2013J","2550279","546662","-10","31"
"AAA","2013J","2551220","546667","-10","3"
"AAA","2013J","2550279","547009","-10","2"
"AAA","2013J","2550279","546652","-10","5"
"AAA","2013J","2550279","546986","-10","1"
"AAA","2013J","2550279","546879","-10","2"
"AAA","2013J","2551220","546879","-10","1"
"AAA","2013J","2550279","546669","-10","16"
"AAA","2013J","2550279","546667","-10","6"
"AAA","2013J","2550279","546681","-10","5"
"AAA","2013J","2550279","546719","-10","3"
"AAA","2013J","2550279","546614","-10","11"
"AAA","2013J","2555340","546662","-10","1"
"AAA","2013J","2555340","546614","-10","1"
"AAA","2013J","2557283","546879","-10","7"
"AAA","2013J","2557283","546723","-10","6"
"AAA","2013J","2557283","546662","-10","10"
"AAA","2013J","2557283","546738","-10","15"
"AAA","2013J","2557283","546652","-10","10"
"AAA","2013J","2557283","546873","-10","1"
"AAA","2013J","2557283","546876","-10","1"
"AAA","2013J","2557283","546739","-10","16"
"AAA","2013J","2557283","546725","-10","2"
"AAA","2013J","2557283","546731","-10","13"
"AAA","2013J","2557283","546733","-10","12"
"AAA","2013J","2557283","546667","-10","8"
"AAA","2013J","2557283","546660","-10","1"
"AAA","2013J","2557283","546734","-10","13"
"AAA","2013J","2557283","546681","-10","15"
"AAA","2013J","2557283","546719","-10","6"
"AAA","2013J","2557283","546714","-10","1"
"AAA","2013J","2557283","546684","-10","10"
"AAA","2013J","2557283","546871","-10","8"
"AAA","2013J","2557283","546652","-10","1"
"AAA","2013J","2557283","546614","-10","35"
"AAA","2013J","2557283","546732","-10","29"
"AAA","2013J","2557283","546701","-10","1"
"AAA","2013J","2559575","547009","-10","1"
"AAA","2013J","2559575","546667","-10","5"
"AAA","2013J","2559575","546719","-10","3"
"AAA","2013J","2557283","547013","-10","2"
"AAA","2013J","2559575","546662","-10","2"
"AAA","2013J","2557283","546986","-10","1"
"AAA","2013J","2559575","546874","-10","1"
"AAA","2013J","2559575","546652","-10","4"
"AAA","2013J","2559575","546871","-10","3"
"AAA","2013J","2557283","546652","-10","8"
"AAA","2013J","2559575","546876","-10","1"
"AAA","2013J","2559575","546652","-10","2"
"AAA","2013J","2557283","547050","-10","2"
"AAA","2013J","2559575","546986","-10","5"
"AAA","2013J","2559575","546681","-10","6"
"AAA","2013J","2559575","546879","-10","2"
"AAA","2013J","2559575","546614","-10","7"
"AAA","2013J","2569324","546662","-10","1"
"AAA","2013J","2569324","546614","-10","3"
"AAA","2013J","2574583","546671","-10","1"
"AAA","2013J","2574583","546614","-10","4"
"AAA","2013J","2576122","546668","-10","1"
